S/N,Code,Description,Table,Classification,Cleaned_Description,PCA_X,PCA_Y,Cluster
47,SK811B,"BRAIN, INTRACRANIAL ABSCESS, CRANIECTOMY AND DRAINAGE",6A,Existing,brain intracranial abscess craniectomy drainage,-0.0972602328325383,-0.055753168608078,0
396,SB800N,"DIGIT(S), NAIL BED, DEFORMITY/DEFECT, RECONSTRUCTION",4B,Existing,digit nail bed deformitydefect reconstruction,-0.0836939087228787,-0.0346094579249666,0
62,SA703R,"RADIOTHERAPY, INTRACAVITARY BRACHYTHERAPY (MULTI-CHANNEL): CERVIX, OTHERS",2C,Existing,radiotherapy intracavitary brachytherapy multichannel cervix others,-0.0692732000903357,-0.0374193223974129,0
219,SF708M,"MOUTH, PERIODONTIUM (WITHIN 2 QUADRANTS), SOFT TISSUE DEFECT/DEFORMITY, GINGIVOPLASTY WITH AUTOGENOUS SOFT TISSUE GRAFT",3A,Descriptor change,mouth periodontium within 2 quadrant soft tissue defectdeformity gingivoplasty autogenous soft tissue graft,-0.1098486756316755,0.1621574314622205,0
184,SI833V,"VULVA, SEBACEOUS CYST/EPITHELIALCYST ETC, EXICISION",MSP,Existing,vulva sebaceous cystepithelialcyst etc exicision,-0.0811745574525318,-0.0273631430719442,0
46,SD804A,"AORTA, VARIOUS LESIONS, INSERTION/REMOVAL OF INTRA AORTIC BALLOON",3A,Existing,aorta various lesion insertionremoval intra aortic balloon,0.2144722097581604,-0.0261386149080737,1
109,SM726N,"NOSE, NASOENDOSCOPY/NASOPHARYNGOLARYNGOSCOPY (REPEAT EXAMINATIONS, DURING A 90-DAY PERIOD)18",MSP,New,nose nasoendoscopynasopharyngolaryngoscopy repeat examination 90day period18,-0.0509836755732367,-0.0271212588453845,0
17,SB702B,"BONE (SKULL), TUMOR (LARGE>3CM), EXCISION AND EXTENSIVE RECONSTRUCTION (DURA, SKULL, SKIN)",7B,Existing,bone skull tumor large3cm excision extensive reconstruction dura skull skin,-0.1268456783417074,0.2735288807281994,0
79,SB702E,"ELBOW, CORONOID FRACTURE, ORIF",4B,Existing,elbow coronoid fracture orif,-0.1137823782800921,-0.1243111122483945,0
114,SG815U,"URETHRA, FISTULA, CLOSURE",2C,Existing,urethra fistula closure,-0.0693802765039135,-0.0394809900640136,0
81,SI718U,"UTERUS/VAGINA, MIS ASSISTED VAGINAL HYSTERECTOMY (LAVH) WITH/WITHOUT PELVIC FLOOR REPAIR (PFR)",4B,Existing,uterusvagina mi assisted vaginal hysterectomy lavh withwithout pelvic floor repair pfr,-0.0965144252159388,-0.0532069722486344,0
315,SF713S,"STOMACH, OBESITY, BILIOPANCREATIC DIVERSION WITH/WITHOUT DUODENAL SWITCH",5C,Existing,stomach obesity biliopancreatic diversion withwithout duodenal switch,-0.0653693161315111,-0.0170989413478195,0
166,SI815V,"VAGINA, RECTOCOELE, POSTERIOR REPAIR",2C,Existing,vagina rectocoele posterior repair,-0.1088629846112805,-0.0787107101558362,0
37,SA823B,"BREAST, TUMOR (MALIGNANT), WIDE EXCISION/ LUMPECTOMY/SEGMENTAL MASTECTOMY/ PARTIAL MASTECTOMY, WITH AXILIARY CLEARANCE, WITH/WITHOUT SENTINEL NODE BIOPSY",4C,Existing,breast tumor malignant wide excision lumpectomysegmental mastectomy partial mastectomy axiliary clearance withwithout sentinel node biopsy,-0.0621022814623743,0.2323890557280349,0
164,SL802R,"RETINA, DETACHMENT (COMPLEX), OPERATION (MORE THAN ONE PLOMB/ENCIRCLAGE)",6B,Descriptor Change,retina detachment complex operation one plombencirclage,-0.0807477286080862,-0.0526393156392549,0
136,SF703E,"ESOPHAGUS, MOTILITY DISORDER, LONG MYOTOMY",4B,Descriptor change,esophagus motility disorder long myotomy,-0.0776695480384858,-0.0329937658222878,0
463,SB801S,"SHOULDER, ACROMIOCLAVICULAR JOINT STABILISATION/RECONSTRUCTION",5B,Existing,shoulder acromioclavicular joint stabilisationreconstruction,-0.0404085922172102,-0.0745186800913673,0
94,SK727N,"NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (SINGLE)",4B,Existing,nerve upper limbmajor injury microsurgical repair single,-0.1378506694847994,-0.0735606069063916,0
38,SM824E,"EAR, SEBACEOUS CYST, EXCISION",1B,Existing,ear sebaceous cyst excision,-0.0968793107149564,0.2542570795692246,0
140,SK715S,"SACRO-ILIAC JOINT, RADIOFREQUENCY, BILATERAL",4A,Existing,sacroiliac joint radiofrequency bilateral,-0.0532835611280236,-0.0786227039052669,0
151,SD834H,"HEART/LUNG, VARIOUS LESIONS, HEART AND LUNG TRANSPLANTATION",7C,Existing,heartlung various lesion heart lung transplantation,0.2345813495738793,-0.0661936956630359,1
7,SH702P,"PENIS, PEYRONIE'S DISEASE, INCISION AND GRAFTING",3C,Existing,penis peyronies disease incision grafting,-0.0861152072486376,-0.0400723858138525,0
45,SF822A,"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITHOUT BOWEL RESECTION",3C,Existing,abdominal wall strangulatedobstructed hernia repair without bowel resection,-0.0931781713242533,-0.0852087190348791,0
75,SI712U,"UTERUS, SUBTOTAL/TOTAL HYSTERECTOMY, >12WKS",5A,Descriptor change,uterus subtotaltotal hysterectomy 12wks,-0.1025605127183407,-0.0732727018563659,0
539,SB700W,"WRIST, THERAPEUTIC ARTHROSCOPY",4A,Existing,wrist therapeutic arthroscopy,-0.0685382998613301,-0.0547459228247487,0
192,SA898S,"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (UNILATERAL)",2C,Existing,sweat gland axillary hyperhidrosis wedge excision unilateral,-0.0676096604558782,0.155534710215918,0
93,SD709H,"HEART, CAROTID ANGIOPLASTY AND STENTING (WITH EMBOLIC PROTECTION)",5A,Existing,heart carotid angioplasty stenting embolic protection,-0.0771308091961498,-0.0735145305223243,0
257,SB803J,"JOINTS (FINGER), VARIOUS LESIONS, REPLACEMENT ARTHROPLASTY",4C,Existing,joint finger various lesion replacement arthroplasty,0.2683315112761382,-0.0701669110926846,1
340,SF801T,"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)",3B,Existing,teeth 2 3 impacted excision removal bone without tooth division,-0.0989274889563575,0.1138154774110294,0
476,SB701T,"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, COMMINUTED",5C,Existing,tibia fracture open reduction internal fixation plate screw comminuted,-0.1443803274381656,-0.1879651568178597,0
5,SC704B,"BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE",2A,Existing,bronchuslung bronchoscopy biopsy bronchoalveolar lavage,-0.0345051814868413,0.0747186350977323,0
39,SM825E,"EAR, TOTAL AMPUTATION, MICROVASCULAR RECONSTRUCTION",7C,Existing,ear total amputation microvascular reconstruction,-0.0509982660636719,-0.0359389672145249,0
95,SL844E,"EYELIDS, TUMOR, EXCISION AND REPAIR WITH LOCAL FLAP",4A,Existing,eyelid tumor excision repair local flap,-0.1394193611112484,0.2595454406627893,0
529,SB801U,"UPPER LIMB, DEFORMITY, BONY AND SOFT TISSUE RECONSTRUCTION",5C,Existing,upper limb deformity bony soft tissue reconstruction,-0.148485322851046,0.1332840418009433,0
110,SL701L,"LENS, CATARACT (PAEDIATRIC), EXTRACTION WITH ANTERIOR VITRECTOMY",4B,Existing,lens cataract paediatric extraction anterior vitrectomy,-0.0721193493397904,-0.0622288250691565,0
322,SF807S,"STOMACH, TUMOR OF CARDIA, ENDOSCOPIC YAG LASER SURGERY/VAPORISATION",3B,Existing,stomach tumor cardia endoscopic yag laser surgeryvaporisation,-0.102342260491031,0.0481509323401644,0
213,SB824H,"HEAD-FACE, TRAUMA, CRANIOFACIAL APPROACH REDUCTION AND FIXATION WITH BONE GRAFT",6C,Existing,headface trauma craniofacial approach reduction fixation bone graft,-0.1176218815678293,-0.0876533125931222,0
21,SF722A,"ANUS, SPHINCTEROPLASTY FOR ANAL INCONTINENCE",4B,Existing,anus sphincteroplasty anal incontinence,-0.0842365086901199,-0.0452995879169744,0
82,SG810K,"KIDNEY, PYONEPHROSIS, DRAINAGE (OPEN)",3B,Existing,kidney pyonephrosis drainage open,-0.0834247424177479,-0.1146576817094678,0
12,SI803C,"CERVIX, CERVICAL INTRAEPITHELIAL NEOPLASIA, CONE BIOPSY WITH/WITHOUT LASER",3A,Existing,cervix cervical intraepithelial neoplasia cone biopsy withwithout laser,-0.0128218087000698,0.082715612655984,0
90,SG701U,"URETER, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL) FOR URETERIC STONE",4A,Existing,ureter extra corporeal shockwave lithotripsy eswl ureteric stone,-0.0478548372837293,-0.0497129474420177,0
70,SC819T,"TRACHEA, VARIOUS LESIONS, TRACHEA AND BRONCHUS RECONSTRUCTION WITH CARDIOPULMONARY BYPASS",7B,New,trachea various lesion trachea bronchus reconstruction cardiopulmonary bypass,0.1552288335071574,-0.0419760635447638,1
10,SL701C,"CONJUNCTIVA, PTERYGIUM, REMOVAL, COMPLEX (RECURRENT, DOUBLE, SYMBLEPHARON), WITH OR WITHOUT AMNIOTIC MEMBRANE TRANSPLANT",3B,Existing,conjunctiva pterygium removal complex recurrent double symblepharon without amniotic membrane transplant,-0.0907920953365682,-0.0515313122720921,0
417,SB704S,"SACRUM, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION",5C,Existing,sacrum fracture open reduction internal fixation,-0.166285494034734,-0.2380623739996384,-1
115,SA819S,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), STAGED LOCAL FLAP (DIVISION)",2A,Existing,skin subcutaneous tissue defect multiple digit staged local flap division,-0.1418631397181976,0.2726073017914592,0
218,SB829H,"HIP, CONGENITAL DISLOCATION, OPEN REDUCTION INCLUDING RECONSTRUCTION",6B,Existing,hip congenital dislocation open reduction including reconstruction,-0.1006560357480277,-0.1263658283500903,0
99,SM716N,"NOSE, VARIOUS LESIONS, COMPOSITE GRAFT (CHONDRO-CUTANEOUS/CHONDRO-MUCOSAL)",4A,Existing,nose various lesion composite graft chondrocutaneouschondromucosal,0.3581326487818146,0.0158575360348974,-1
61,SH804T,"SCROTUM, EXPLORATION, DETORSION OF TESTIS AND BILATERAL TESTES FIXATION",2A,Existing,scrotum exploration detorsion testis bilateral testis fixation,-0.0607010240936341,-0.0723002713805908,0
143,SD824H,"HEART, VARIOUS LESIONS, OPEN HEART SURGERY (ONE PROCEDURE)",6C,Existing,heart various lesion open heart surgery one procedure,0.1339065009186175,-0.1288263495723298,-1
405,SB705P,"PELVIS, FRACTURE, COMBINED ANTERIOR AND POSTERIOR FIXATION OR BILATERAL FIXATION",6B,New,pelvis fracture combined anterior posterior fixation bilateral fixation,-0.1222015230336058,-0.1510093757211869,0
104,SM721N,"NOSE, VARIOUS LESIONS, RHINOPLASTY (RESTORATION OF THE FACE INVOLVING AUTOGENOUS BONE OR COSTAL CARTILAGE GRAFT)",5A,Existing,nose various lesion rhinoplasty restoration face involving autogenous bone costal cartilage graft,0.136622405305775,0.0264626439657124,1
90,SA726S,"SKIN CANCER, MOHS MICROGRAPHIC SURGERY WITH RECONSTRUCTION/GRAFT/FLAP (</= 5 TISSUE BLOCKS)",2C,Existing,skin cancer mohs micrographic surgery reconstructiongraftflap 5 tissue block,-0.1318816704620835,0.2404642797340756,0
22,SD721A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE",3A,Existing,artery stenosisocclusion percutaneous transluminal angioplasty pta simple,-0.0513974191074435,-0.0777071472706836,0
527,SB704U,"UPPER LIMB/LOWER LIMB, UPPER LIMB FRACTURES, MINIMALLY INVASIVE FIXATION",4B,Existing,upper limblower limb upper limb fracture minimally invasive fixation,-0.1556478967486209,-0.0535600781757863,-1
103,SM720N,"NOSE, RHINOPLASTY, CORRECTION OF LATERAL/ALAR CARTILAGE AND/OR SEPTAL STRUT (INCLUDING ALL GRAFTS, EXTRACORPOREAL SEPTOPLASTY), RECONSTRUCTION OF NASAL VALVE(S), AND/OR EXTRANASAL CARTILAGE HARVEST",4C,Existing,nose rhinoplasty correction lateralalar cartilage andor septal strut including graft extracorporeal septoplasty reconstruction nasal valve andor extranasal cartilage harvest,-0.0656822723430472,-0.035816834359481,0
554,SB715W,"WRIST, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY",6C,Descriptor change,wrist various lesion revision total joint arthroplasty,0.2401362664337833,-0.0625859510181495,1
299,SB714K,"KNEE, MENISCUS/CARTILAGE, MIS CARTILAGE HARVESTING",4A,Existing,knee meniscuscartilage mi cartilage harvesting,-0.0690411087839548,-0.0524296181765729,0
199,SF804L,"LIVER, ABSCESS, TRANS-ABDOMINAL DRAINAGE",3C,Descriptor change,liver abscess transabdominal drainage,-0.088064160438787,-0.0613026433111643,0
248,SF820M,"MOUTH, ORO-ANTRAL FISTULA, REMOVAL OF TOOTH/ROOTS IN ANTRUM AND CLOSURE",3B,Existing,mouth oroantral fistula removal toothroots antrum closure,-0.0978265651694758,-0.0166276247819361,0
66,SH809T,"TESTIS, VARIOUS LESIONS, ORCHIDECTOMY WITH COMPLETE EXCISION OF SPERMATIC CORD",3A,Existing,testis various lesion orchidectomy complete excision spermatic cord,0.2076154652631864,0.1577030520604999,-1
12,SA712B,"BREAST, VARIOUS LESIONS, WIRE LOCALISATION, EXCISION (SINGLE)",3A,Existing,breast various lesion wire localisation excision single,0.230420232294072,0.1926803729383974,-1
197,SB808H,"HAND, DEFORMITIES, OSTEOTOMY",3B,Existing,hand deformity osteotomy,-0.1068358803658399,-0.0513041610200897,0
85,SB708E,"ELBOW, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY",6A,Descriptor change,elbow various lesion primary total joint arthroplasty,0.231204986125144,-0.0646224522538217,1
95,SM712N,"NOSE, SIMPLE FRACTURE, MANIPULATION",1B,Existing,nose simple fracture manipulation,-0.0942824620213739,-0.0872392997814873,0
34,SE818L,"LYMPHATICS, LYMPHEDEMA, EXCISION (LARGE)",4A,Existing,lymphatics lymphedema excision large,-0.0935297101546371,0.2161025232951853,0
27,SK704B,"BRAIN, DEEP BRAIN STIMULATION, UNILATERAL",7A,Existing,brain deep brain stimulation unilateral,-0.0846682656536191,-0.0247887747951778,0
114,SF711C,"COLON, SIGMOID, SIGMOIDOSCOPY WITH POLYPECTOMY WITH BIOPSY",1C,Existing,colon sigmoid sigmoidoscopy polypectomy biopsy,-0.0004923703051399,0.1204843567263029,-1
6,SG705B,"BLADDER, VARIOUS LESIONS, CATHETERISATION",MSP,Existing,bladder various lesion catheterisation,0.2897013618200819,-0.0215630750907413,1
36,SH824P,"PENIS, VARIOUS LESIONS, INJECTION",MSP,Existing,penis various lesion injection,0.3151555152252407,-0.0452315544447497,1
20,SK801A,"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, SIMPLE",6B,Existing,arterycarotid arterioocclusive lesion external carotid internal carotid bypass simple,0.0002655038062741,-0.0565039867492664,0
172,SL800V,"VITREOUS, VARIOUS LESIONS, SIMPLE VITRECTOMY (PARS PLANA OR VITREOUS WASHOUT)",5C,Existing,vitreous various lesion simple vitrectomy par plana vitreous washout,0.1376294872629919,-0.0352474719193534,1
171,SL701V,"VITREOUS, VARIOUS LESIONS, COMPLEX POSTERIOR VITRECTOMY (PVR, GRT, TRAUMA)",6B,Existing,vitreous various lesion complex posterior vitrectomy pvr grt trauma,0.1628581020678157,-0.049900333017396,1
16,SG715B,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (>3CM)",4B,Existing,bladderurethra transurethral resection bladder tumour 3cm,-0.0731654079656553,-0.0078731701096022,0
491,SB805T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (UNILATERAL), RELEASE",3A,Existing,tendon sheath upper limb de quervains unilateral release,-0.1154184884729493,-0.0035378733747598,0
100,SL850E,"EYELIDS, VARIOUS LESIONS, COMPOSITE GRAFT (CHONDRO-CUTANEOUS/CHONDRO-MUCOSAL)",4A,Existing,eyelid various lesion composite graft chondrocutaneouschondromucosal,0.3593835062062391,0.0195007713511551,-1
4,SH801M,"MALE GENITALIA, TRANSSEXUALISM (TRANSVESTISM), SEX REASSIGNMENT WITH MAMMOPLASTY (MALE TO FEMALE)",6B,Existing,male genitalia transsexualism transvestism sex reassignment mammoplasty male female,-0.076310675122271,-0.0316585742920681,0
79,SM802M,"MASTOID, VARIOUS LESIONS, MASTOIDECTOMY (RADICAL/MODIFIED)",4B,Existing,mastoid various lesion mastoidectomy radicalmodified,0.264058506566469,-0.0239111481933294,1
67,SM714L,"LARYNX, VARIOUS DISORDERS, LARYNGEAL FRAMEWORK SURGERY, THYROPLASTY TYPES I-IV INCLUDING OPEN MEDIALISATION",4B,Existing,larynx various disorder laryngeal framework surgery thyroplasty type iiv including open medialisation,0.0657749726622883,-0.0722820707313028,-1
490,SB804T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (BILATERAL), RELEASE",3C,Existing,tendon sheath upper limb de quervains bilateral release,-0.1166756018286376,-0.0050459659925915,0
177,SK764S,"SPHENOPALATINE GANGLION, BLOCK, ANAESTHETIC",3B,Existing,sphenopalatine ganglion block anaesthetic,-0.1010276291784272,-0.0746937165340523,0
50,SI801O,"OVARY, TUMOR/CYST, ASPIRATION EXCEPT FOR OVUM RETRIEVAL",3B,Existing,ovary tumorcyst aspiration except ovum retrieval,-0.0643566745617701,-0.0383304926486869,0
25,SD724A,"ARTERY, TUMOUR, TRANS-ARTERIAL RADIO NUCLIDE INFUSION",4B,Existing,artery tumour transarterial radio nuclide infusion,-0.0567672070328628,-0.0482048787535125,0
64,SG722K,"KIDNEY, VARIOUS LESIONS, SIMPLE NEPHRECTOMY, LAPROSCOPIC",4C,Existing,kidney various lesion simple nephrectomy laproscopic,0.2652637577553367,-0.0430830527316767,1
160,SA865S,"SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (NOT MORE THAN 5 LESIONS)3",1A,Descriptor change,skin keratoseswartstagssimilar lesion excision 5 lesions3,0.1686350664724967,0.615287939828063,-1
69,SD827A,"ARTERY, VARIOUS LESIONS, TRANSLUMINAL ARTERIOPLASTY",3A,Existing,artery various lesion transluminal arterioplasty,0.3188528350185624,-0.0430266718926233,1
297,SB712K,"KNEE, MENISCUS/CARTILAGE ( SMALL DEFECTS ), MOSAICPLASTY OR OATS",5C,"Descriptor
change",knee meniscuscartilage small defect mosaicplasty oat,-0.0831061973837339,0.0132559487320733,0
58,SB830B,"BONE (UPPER/LOWER LIMB), VARIOUS LESIONS, BONE LOSS, BONE TRANSFER",6A,Existing,bone upperlower limb various lesion bone loss bone transfer,0.0848524694734455,0.0189966963347317,-1
145,SI715V,"VULVA, LABIAL ABNORMALITY, HYMENOPLASTY",1B,Existing,vulva labial abnormality hymenoplasty,-0.0846846828053561,-0.0206030838437162,0
136,SB818F,"FINGER, SWAN NECK/BOUTONNIERE DEFORMITY (SINGLE), CORRECTION",4A,Existing,finger swan neckboutonniere deformity single correction,-0.0939193144609608,-0.0625304567777377,0
83,SM700N,"NOSE, NASOENDOSCOPY/NASOPHARYNGOLARYNGOSCOPY (DIAGNOSTIC, SINGLE, DURING A 90-DAY PERIOD)17",1A,Descriptor change,nose nasoendoscopynasopharyngolaryngoscopy diagnostic single 90day period17,-0.0594839877121811,-0.0373830501289293,0
7,SE706L,"LYMPH NODE (CERVICAL), VARIOUS LESIONS, NECK DISSECTION UNILATERAL 4-5 LEVELS",5C,Existing,lymph node cervical various lesion neck dissection unilateral 45 level,0.1829592061227729,0.0072153661420219,1
316,SB802L,"LOWER LIMB, DEFORMITIES, EPIPHYSIODESIS",4A,Existing,lower limb deformity epiphysiodesis,-0.1176829652001304,-0.0042974017989261,0
271,SF801P,"PALATE, CLEFT (PARTIAL), PRIMARY REPAIR",4B,Existing,palate cleft partial primary repair,-0.0903716637103504,-0.0535811735329715,0
189,SD803V,"VEIN, ARTERIO-VENOUS FISTULA, DISSECTION AND LIGATION",2A,Existing,vein arteriovenous fistula dissection ligation,-0.0770495724327204,-0.0466140308904477,0
13,SC800D,"DIAPHRAGM, TUMOR, EXCISION",5A,Existing,diaphragm tumor excision,-0.1354656753395187,0.5094266082645831,-1
3,SM701E,"EAR (MIDDLE), COCHLEAR IMPLANT",6A,Existing,ear middle cochlear implant,-0.0752800859632917,-0.0336134262454459,0
242,SB708J,"JOINTS (TEMPOROMANDIBULAR), VARIOUS LESIONS, ARTHROCENTESIS (BILATERAL)",3A,Existing,joint temporomandibular various lesion arthrocentesis bilateral,0.3227804192542006,-0.0694338555152691,1
193,SK701T,"INTERCOSTAL NERVE, BLOCK, ANAESTHETIC (UP TO 3 LEVELS)",1B,Existing,intercostal nerve block anaesthetic 3 level,-0.1088738642215046,-0.0949097715168271,0
6,SC705B,"BRONCHUS/LUNG, BRONCHOSCOPY, BLIND TRANSBRONCHIAL LUNG BIOPSY FOR DIFFUSE DISEASE",2A,Existing,bronchuslung bronchoscopy blind transbronchial lung biopsy diffuse disease,-0.0429200319658185,0.0424062034284,0
91,SK724N,"NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (BILATERAL WITH ENDONEUROLYSIS)",4A,Existing,nerve upper limb guyons tunnel syndrome release bilateral endoneurolysis,-0.1200564074840922,-0.0358004083626439,0
169,SF702I,"INTESTINE, BLEEDING GIT, MESENTERIC ARTERY EMBOLISATION",4B,Existing,intestine bleeding git mesenteric artery embolisation,-0.0519828054316534,-0.0606355595046968,0
126,SF701D,"BOWELS, SINGLE/DOUBLE BALLOON ENTEROSCOPY, THERAPEUTIC",3C,Existing,bowel singledouble balloon enteroscopy therapeutic,-0.0663090271447862,-0.0497660124049419,0
170,SK757S,"SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF ANAESTHETIC",2B,Existing,superior hypogastric plexus various lesion imaging guided injection anaesthetic,0.1990500514107265,-0.0671827133398984,1
46,SF823A,"ABDOMINAL WALL, VENTRAL/INCISIONAL/RECURRENT HERNIA, REPAIR",4A,Descriptor change,abdominal wall ventralincisionalrecurrent hernia repair,-0.1106636306759166,-0.0721099435177937,0
22,SK803A,"ARTERY-CAROTID, CAROTID BODY TUMOR, EXCISION",6C,Existing,arterycarotid carotid body tumor excision,-0.1061944960903953,0.1988224943776879,0
144,SI714V,"VAGINAL SEPTUM, EXCISION",2A,Existing,vaginal septum excision,-0.0943999748643925,0.2649762756275616,0
322,SB809L,"LOWER LIMB, VARIOUS LESIONS, AMPUTATION",4A,Existing,lower limb various lesion amputation,0.2835111787590206,0.0128092854338513,1
148,SI718V,"VULVA, MALIGNANT CONDITION, RADICAL WIDE EXCISION (E.G. RADICAL WIDE LOCAL EXCISION, RADICAL HEMI-VULVECTOMY) + GROIN DISSECTION",5C,Descriptor change,vulva malignant condition radical wide excision eg radical wide local excision radical hemivulvectomy groin dissection,-0.096330995950944,0.2266417362749886,0
23,SA809B,"BREAST, HYPOPLASIA, AUGMENTATION MAMMOPLASTY (PROSTHETIC AND UNILATERAL)",3A,Existing,breast hypoplasia augmentation mammoplasty prosthetic unilateral,-0.0620438941446584,-0.0321685641239523,0
157,SB700H,"KNEE, THERAPEUTIC ARTHROSCOPY, WITH/WITHOUT SYNOVECTOMY",4A,Descriptor change,knee therapeutic arthroscopy withwithout synovectomy,-0.0536919870952516,-0.0476954762951406,0
36,SM822E,"EAR, POLYP, REMOVAL",1B,Existing,ear polyp removal,-0.0941622287627667,-0.019930168545866,0
200,SF805L,"LIVER, HYDATID CYST, TRANS-ABDOMINAL DRAINAGE (PERCUTANEOUS)",3B,Existing,liver hydatid cyst transabdominal drainage percutaneous,-0.074622729956669,-0.0619349815512295,0
235,SF807M,"MOUTH, CLEFT LIP, SECONDARY CORRECTION OF NOSTRIL/NASAL TIP",4B,Existing,mouth cleft lip secondary correction nostrilnasal tip,-0.082568959243484,-0.0235384825905732,0
71,SH803V,"VAS DEFERENS, VARIOUS LESIONS, VASECTOMY",1C,Existing,va deferens various lesion vasectomy,0.2640752733485929,-0.0224688170960639,1
351,SB809M,"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (10MM OR SMALLER), ENUCLEATION",2C,Existing,mandible maxilla odontogenic cyst 10mm smaller enucleation,-0.0606712022782368,-0.0455896104320013,0
141,SB823F,"FINGER, TRAUMA, TERMINALISATION (MULTIPLE)",3B,Existing,finger trauma terminalisation multiple,-0.0903793533386234,-0.0644208983693121,0
232,SB843H,"HIP, LABRAL DEBRIDEMENT",5A,New,hip labral debridement,-0.0702625631537029,-0.0657414085118413,0
274,SB821J,"JOINTS (TEMPORO-MANDIBULAR), DISLOCATION, REDUCTION UNDER GENERAL ANAESTHESIA",1C,Existing,joint temporomandibular dislocation reduction general anaesthesia,-0.0641230448879812,-0.1037963376307275,0
18,SB703B,"BONE (UPPER/LOWER LIMB), EXOSTOSIS, EXCISION BIOPSY (MORE THAN1/ BILATERAL)",3A,Existing,bone upperlower limb exostosis excision biopsy than1 bilateral,-0.0751893174570457,0.2869906622271151,0
85,SD709B,"BLOOD VESSELS, RENAL ANGIOGRAPHY",2C,Existing,blood vessel renal angiography,-0.0639718674052539,-0.0500747431931278,0
150,SF811E,"ESOPHAGUS, VARICES, GASTRO ESOPHAGEAL DEVASCULARISATION WITH ESOPHAGEAL TRANSECTION",6B,Existing,esophagus varix gastro esophageal devascularisation esophageal transection,-0.0776695480384858,-0.0329937658222878,0
73,SL818E,"EYE, VARIOUS LESIONS, RESUTURING OF WOUND FOLLOWING INTRAOCULAR PROCEDURES",2A,Existing,eye various lesion resuturing wound following intraocular procedure,0.1687972350773526,-0.0497460347342442,1
185,SD728V,"VEIN,(SPIDER VEINS), INJECTION 3 OR MORE HAND-SIZE AREA",MSP,Existing,veinspider vein injection 3 handsize area,-0.0666018441874023,-0.0873880878789373,0
131,SD811H,"HEART, CORONARY ANGIOGRAPHY (NON-GRAFT) WITHOUT RIGHT HEART CATHETERISATION",3A,Descriptor change,heart coronary angiography nongraft without right heart catheterisation,-0.0818814813533657,-0.1114526901662158,0
136,SI704V,"VAGINA, SACROSPINOUS LIGAMENT/ILIOCOCCYGEUS FIXATION + ANTERIOR REPAIR + POSTERIOR REPAIR",4A,Descriptor change,vagina sacrospinous ligamentiliococcygeus fixation anterior repair posterior repair,-0.1398117065513628,-0.1255263324890001,0
94,SA730S,"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER/SCAR, EXCISION/PUNCH/SHAVE BIOPSY, LESION SIZE MORE THAN 20MM IN DIAMETER",1C,New,skin subcutaneous tissue tumorcystulcerscar excisionpunchshave biopsy lesion size 20mm diameter,0.0412659924000654,0.3818074158606757,-1
182,SD725V,"VEIN, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF MORE THAN 2 VESSELS",4B,Existing,vein various lesion percutaneous transcatheter embolisation 2 vessel,0.1970619371888983,-0.0712341186403234,1
38,SE822L,"LYMPHATICS, LYMPHEDEMA, MAJOR EXCISION & GRAFTING",6B,Existing,lymphatics lymphedema major excision grafting,-0.1011102061613197,0.2025619868927272,0
15,SF716A,"ANUS, ANO-RECTAL MALFORMATION (CLOACA/ABDOMINOPERINEAL)",6C,Existing,anus anorectal malformation cloacaabdominoperineal,-0.0858646952759924,-0.0439136843632029,0
67,SL811E,"EYE, SQUINT, OPERATION (ONE/BOTH EYES - 3 MUSCLES OR MORE)",4A,Existing,eye squint operation oneboth eye 3 muscle,-0.0807994546077206,-0.0643960065605755,0
