S/N,Code,Description,Table,Classification
152,SI801V,"VAGINA, ATRESIA/STENOSIS, DILATATION",1B,Existing
153,SI802V,"VAGINA, CYSTOCOELE, ANTERIOR REPAIR/KELLY'S OPERATION",3B,Existing
154,SI803V,"VAGINA, ENTEROCOELE, REPAIR + VAGINAL VAULT
SUSPENSION (ABDOMINAL)",5A,"Descriptor
change"
155,SI804V,"VAGINA, FISTULA, REPAIR (COMPLICATED/MULTIPLE)",5A,Existing
156,SI805V,"VAGINA, FISTULA, REPAIR (SIMPLE)",4A,Existing
157,SI806V,"VAGINA, FOREIGN BODY, REMOVAL",1A,Existing
158,SI807V,"VAGINA, INCARCERATED PESSARY, REMOVAL",2B,Existing
159,SI808V,"VAGINA, LACERATIONS (COMPLEX AND INVOLVING ANAL SPHINCTER), REPAIR UNDER REGIONAL OR GENERAL ANAESTHESIA (INCLUDING THOSE SUSTAINED DURING
DELIVERY)",2C,Descriptor change
160,SI809V,"VAGINA, LACERATIONS (SIMPLE), DEBRIDEMENT/SUTURE (EXCLUDES EPISIOTOMY)",1C,Existing
161,SI810V,"VAGINA, MALIGNANT CONDITION, VAGINECTOMY",4B,Existing
162,SI811V,"VAGINA, PELVIC ABSCESS, COLPOTOMY AND DRAINAGE",2C,Existing
163,SI812V,"VAGINA, PROLAPSE, COLPORRHAPHY",4A,Existing
164,SI813V,"VAGINA, PROLAPSE, INSERTION OF PESSARY",MSP,Existing
165,SI814V,"VAGINA, PROLAPSE, OBLITERATION (COLPOCLEISIS)",3B,Existing
166,SI815V,"VAGINA, RECTOCOELE, POSTERIOR REPAIR",2C,Existing
167,SI816V,"VAGINA, SIMPLE TUMOR/GARTNER'S CYST, REMOVAL WITH BIOPSY",2B,Existing
168,SI817V,"VAGINA, STRESS INCONTINENCE, KELLY'S OPERATION
+/- ANTERIOR REPAIR.",3C,Existing
169,SI818V,"VAGINA, STRESS INCONTINENCE, ABDOMINAL
/COMBINED ABDOMINOVAGINAL SLING OPERATIONS ( EG. WATKINS INTERPOSITION, ALDRIDGE SLING AND OTHER PUBOVAGINAL SLING OPERATIONS) +/-
CYSTOSCOPY",4B,Existing
170,SI819V,"VAGINA, VARIOUS LESIONS, BIOPSY",1A,Existing
171,SI820V,"VULVA, ABSCESS, INCISION",1B,Existing
172,SI821V,"VULVA, ATRESIA/ABSENCE, DETACHMENT OF SKIN
PEDICLE AFTER VAGINOPLASTY",2B,Existing
173,SI822V,"VULVA, BARTHOLIN CYST, EXCISION WITH/WITHOUT USE OF LASER",2B,Existing
174,SI823V,"VULVA, BARTHOLIN CYST, INCISION/MARSUPIALIZATION
WITH OR WITHOUT USE OF LASER",1B,Existing
175,SI824V,"VULVA, CHRONIC DYSTROPHY, BIOPSY",MSP,Existing
176,SI825V,"VULVA, HEMATOMA, EVACUATION > 5CM (COMPLICATED/MORE THAN 1)",2A,Existing
177,SI826V,"VULVA, HEMATOMA, EVACUATION <5CM (SIMPLE)",1A,Existing
178,SI827V,"VULVA, IMPERFORATE HYMEN, HYMENECTOMY",1B,Existing
179,SI828V,"VULVA, LABIAL ABNORMALITY, LABIOPLASTY",1B,Existing
180,SI829V,"VULVA, LACERATION, DEBRIDEMENT/SUTURE >5CM (COMPLICATED/ MORE THAN 1)",1C,Existing
181,SI830V,"VULVA, LACERATION, DEBRIDEMENT/SUTURE <5CM (SIMPLE)",MSP,Existing
182,SI831V,"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY WITH GROIN DISSECTION AND WITH OR WITHOUT SKIN FLAP CLOSURE",6B,Existing
183,SI832V,"VULVA, MALIGNANT CONDITION, RADICAL VULVECTOMY WITH SKIN FLAP CLOSURE",5A,Descriptor change
184,SI833V,"VULVA, SEBACEOUS CYST/EPITHELIALCYST ETC, EXICISION",MSP,Existing
185,SI834V,"VULVA, TIGHT INTROITUS, FENTON'S OPERATION",1C,Existing
186,SI835V,"VULVA, WARTS, LASER VAPORISATION",1B,Existing
1,SJ700A,"ADRENAL, VARIOUS LESIONS, ADRENAL VENOUS
SAMPLING",3B,Existing
2,SJ800A,"ADRENALS, VARIOUS LESIONS, BIOPSY/EXCISION",6B,Descriptor change
3,SJ701P,"PITUITARY, VARIOUS LESIONS, TRANSPHENOIDAL/TRANSEPTAL EXCISION WITH/WITHOUT GRAFTING",6B,Descriptor change
4,SJ800P,"PARATHYROID, VARIOUS LESIONS, EXCISION",5C,Existing
5,SJ801P,"PARATHYROID, VARIOUS LESIONS, RE EXPLORATION",6B,Existing
6,SJ700T,"THYROID, VARIOUS LESIONS, NEEDLE BIOPSY",MSP,Existing
7,SJ701T,"THYROID, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS ASPIRATION/BIOPSY",1B,Existing
8,SJ702T,"THYROID, VARIOUS LESIONS, TOTAL THYROIDECTOMY, COMPLEX (RECURRENCE), WITH/WITHOUT STERNAL SPLIT",6A,Existing
9,SJ703T,"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY WITH NECK DISSECTION (BILATERAL)",6C,Existing
10,SJ704T,"THYROID, BENIGN, SINGLE/MULTIPLE NODULE, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION (ETHANOL,
LASER MICROWAVE, RADIOFREQUENCY)13",3B,New
11,SJ800T,"THYROGLOSSAL DUCT, CYST FISTULA, EXCISION",3B,Existing
12,SJ801T,"THYROID, TUMOR, EXCISION",3B,Existing
13,SJ802T,"THYROID, VARIOUS LESIONS,
HEMITHYROIDECTOMY/PARTIAL THYROIDECTOMY",4A,Existing
14,SJ803T,"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY",5C,Existing
15,SJ804T,"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL
THYROIDECTOMY WITH NECK DISSECTION (UNILATERAL)",6A,Existing
1,SK700A,"ARTERY, CAROTICO-CAVERNOUS FISTULA,
EMBOLISATION",6B,Existing
2,SK701A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, BALLOON TEST OCCLUSION",3B,Existing
3,SK702A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, DIAGNOSTIC EXTRACRANIAL ANGIOGRAPHY",3A,Existing
4,SK703A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, INFUSION",3C,Existing
5,SK704A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",4B,Existing
6,SK705A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY",4A,Existing
7,SK706A,"ARTERY, EXTRACRANIAL, VARIOUS LESIONS, STENTING",4B,Existing
8,SK707A,"ARTERY, INTRACRANIAL, ANEURYSM/ARTERIO-VENOUS MALFORMATION, EMBOLISATION",6B,Existing
9,SK708A,"ARTERY, INTRACRANIAL, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS/THROMBECTOMY",6B,Existing
10,SK709A,"ARTERY, INTRACRANIAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",4B,Existing
11,SK710A,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, DIAGNOSTIC CEREBRAL ANGIOGRAPHY",3A,Existing
12,SK711A,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY",6A,Existing
13,SK712A,"ARTERY, INTRACRANIAL, VARIOUS LESIONS, STENTING",6B,Existing
14,SK713A,"ARTERY, SPINAL, ANEURYSM/ARTERIO-VENOUS
MALFORMATION, EMBOLISATION",6B,Existing
15,SK714A,"ARTERY, SPINAL, TUMOUR, PERCUTANEOUS TRANSCATHETER EMBOLIZATION",4B,Existing
16,SK715A,"ARTERY, SPINAL, VARIOUS LESIONS, DIAGNOSTIC
ANGIOGRAPHY",3B,Existing
17,SK716A,"ARTERY-CAROTID, ANEURYSM-REPAIR/GRAFTING",7B,Existing
18,SK717A,"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, COMPLEX",7A,Existing
19,SK800A,"ARTERY, ARTERIO-VENOUS FISTULA, LIGATION",2A,Existing
20,SK801A,"ARTERY-CAROTID, ARTERIO-OCCLUSIVE LESIONS, EXTERNAL CAROTID INTERNAL CAROTID BYPASS, SIMPLE",6B,Existing
21,SK802A,"ARTERY-CAROTID, ATHEROSCLEROSIS, CAROTID ENDARTERECTOMY",6B,Existing
22,SK803A,"ARTERY-CAROTID, CAROTID BODY TUMOR, EXCISION",6C,Existing
23,SK700B,"BRAIN, ACOUSTIC TUMOR/CEREBELLO-PONTINE ANGLE TUMOR, EXCISION, COMPLEX",7C,Existing
24,SK701B,"BRAIN, ANEURYSM/ARTERIO-VENOUS MALFORMATION, CLIPPING/EXCISION, COMPLEX",7A,Existing
25,SK702B,"BRAIN, CORTICAL STIMULATION/MAPPING FOR
FUNCTIONAL NEUROSURGERY",7A,Existing
26,SK703B,"BRAIN, DEEP BRAIN STIMULATION, BILATERAL",7C,Existing
27,SK704B,"BRAIN, DEEP BRAIN STIMULATION, UNILATERAL",7A,Existing
28,SK705B,"BRAIN, EPILEPSY, CRANIOTOMY, COMPLEX (AWAKE CRANIOTOMY)",7A,Existing
29,SK706B,"BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT,
BILATERAL",4C,Existing
30,SK707B,"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR
DRAINAGE, BILATERAL",4A,Existing
31,SK708B,"BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, COMPLEX",7A,Existing
32,SK709B,"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY & REMOVAL, COMPLEX",7A,Existing
33,SK710B,"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY/HEMISPHERECTOMY",6B,Existing
34,SK711B,"BRAIN, VARIOUS LESIONS, PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - BILATERAL",6A,Existing
35,SK712B,BRAIN/SPINE ENDOSCOPIC CSF (CEREBROSPINAL FLUID LEAK) LEAK REPAIR,6B,Existing
36,SK800B,"BRAIN AND SPINE, ARACHNOIDAL CYST, OPERATION",6B,Existing
37,SK801B,"BRAIN, ACOUSTIC TUMOR/CEREBELLO-PONTINE ANGLE TUMOR, EXCISION, SIMPLE",7A,Existing
38,SK802B,"BRAIN, ANEURYSM/ARTERIO-VENOUS MALFORMATION, CLIPPING/EXCISION, SIMPLE",6C,Existing
39,SK803B,"BRAIN, CAROTICO-CAVERNOUS FISTULA,
EXTRACRANIAL AND INTRACRANIAL TRAPPING",7B,Existing
40,SK804B,"BRAIN, EPILEPSY, CRANIOTOMY, SIMPLE",6B,Existing
41,SK805B,"BRAIN, HYDROCEPHALUS AND OTHER LESIONS, VENTRICULOATRIAL/VENTRICULOPERITONEAL SHUNT",4A,Existing
42,SK806B,"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR
DRAINAGE, UNILATERAL",3B,Existing
43,SK807B,"BRAIN, HYDROCEPHALUS, REVISION/REMOVAL OF SHUNT",4A,Existing
44,SK808B,"BRAIN, HYDROCEPHALUS, SPINO-PERITONEAL SHUNT",4A,Existing
45,SK809B,"BRAIN, HYDROCEPHALUS, THIRD VENTRICULOSTOMY",6A,Existing
46,SK810B,"BRAIN, INTRACEREBRAL TUMOR, BIOPSY AND/OR DECOMPRESSION/REMOVAL VIA CRANIOTOMY, SIMPLE",6B,Existing
47,SK811B,"BRAIN, INTRACRANIAL ABSCESS, CRANIECTOMY AND DRAINAGE",6A,Existing
48,SK812B,"BRAIN, INTRACRANIAL ABSCESS, DRAINAGE VIA BURR- HOLE",4A,Existing
49,SK813B,"BRAIN, INTRACRANIAL ABSCESS, EXCISION",6B,Existing
50,SK814B,"BRAIN, INTRACRANIAL EXTRACEREBRAL TUMOR, CRANIOTOMY & REMOVAL, SIMPLE",6B,Existing
51,SK815B,"BRAIN, INTRACRANIAL TUMOR/INTRACRANIAL CYST, BIOPSY/DRAINAGE VIA BURR-HOLE",5C,Existing
52,SK816B,"BRAIN, TUMOR, VENTRICULAR PUNCTURE THROUGH BURR-HOLE",4C,Existing
53,SK817B,"BRAIN, VARIOUS LESIONS,
PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - UNILATERAL",6A,Existing
54,SK818B,"BRAIN, VARIOUS LESIONS, INSERTION OF OMMAYA
RESERVOIR",4A,Existing
55,SK700C,"BRACHIAL PLEXUS, BLOCK, CATHETER",1C,Existing
56,SK701C,"BRACHIAL PLEXUS, BLOCK, NO CATHETER",1B,Existing
57,SK703C,"BRACHIAL PLEXUS, EXPLORATION AND NEUROLYSIS",7B,Existing
58,SK703E,"ELECTROCONVULSIVE THERAPY, WITH OR WITHOUT THE USE OF STIMULUS DOSING TECHNIQUES, INCLUDING ANY NECESSARY MONITORING",1A,Uptable
59,SK759E,"EXAMINATION UNDER ANAESTHESIA (GENERAL OR
REGIONAL) WITHOUT OTHER SURGICAL PROCEDURES14",1A,Existing
60,SK700F,"FACIAL, TRIGEMINAL GANGLION BLOCK, ANAESTHETIC",3A,Existing
61,SK701F,"FACIAL, TRIGEMINAL NERVE BLOCK, NEUROLYTIC",2A,Existing
62,SK702F,"FACIAL, TRIGEMINAL GANGLION BLOCK, NEUROLYTIC",3C,Existing
63,SK703F,"FACIAL, TRIGEMINAL NERVE BLOCK, ANAESTHETIC",1B,Existing
64,SK700L,"SYMPATHETIC NERVES, BLOCK, CATHETER (UNILATERAL/BILATERAL)",2B,Existing
65,SK701L,"LUMBAR PLEXUS, BLOCK, CATHETER",1C,Existing
66,SK702L,"LUMBAR PLEXUS, BLOCK, NO CATHETER",1B,Existing
67,SK703L,"SYMPATHETIC NERVES, BLOCK, ANAESTHETIC (UNILATERAL/BILATERAL)",1B,Existing
68,SK704L,"SYMPATHETIC NERVES, BLOCK, NEUROLYTIC (UNILATERAL/BILATERAL)",2A,Existing
69,SK800M,"MENINGES, MYELOMENINGOCELE, EXCISION OF SAC",6A,Existing
70,SK801M,"MENINGES, MYELOMENINGOCELE, EXTENSIVE REPAIR WITH SKIN FLAPS/Z-PLASTY",6B,Existing
71,SK700N,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE) - CERVICAL, > 1 LEVEL",2B,Existing
72,SK701N,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE) - CERVICAL, 1 LEVEL",2A,Existing
73,SK704N,"COELIAC PLEXUS, BLOCK, ANAESTHETIC",2A,Existing
74,SK706N,"COELIAC PLEXUS, BLOCK, NEUROLYTIC",2B,Existing
75,SK707N,"NERVE (OROFACIAL), DEFECT, GRAFT (MULTIPLE) USING MICROSURGICAL TECHNIQUES (INCLUDE HARVESTING)",6A,Existing
76,SK708N,"NERVE (OROFACIAL), DEFECT, GRAFT (SINGLE)/NERVE SHARE, USING MICROSURGICAL TECHNIQUES (INCLUDE
HARVESTING)",5A,Existing
77,SK709N,"NERVE (OROFACIAL), INJURY, DECOMPRESSION
(MULTIPLE/SINGLE INTRAOSSEOUS)",4A,Existing
78,SK710N,"NERVE (OROFACIAL), INJURY, DECOMPRESSION (SINGLE)",3A,Existing
79,SK711N,"NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR
(MULTIPLE/ SINGLE INTRAOSSEOUS)",5A,Existing
80,SK712N,"NERVE (OROFACIAL), INJURY, MICROSURGICAL REPAIR (SINGLE)",4A,Existing
81,SK713N,"NERVE (LOWER LIMB), DISRUPTION, MAJOR RECONSTRUCTION WITH REPAIR AND/OR NEUROVASCULAR TRANSFER",6B,Existing
82,SK714N,"NERVE (LOWER LIMB), DISRUPTION, MAJOR REPAIR (SINGLE)",4A,Existing
83,SK715N,"NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION",3C,Existing
84,SK716N,"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, BILATERAL, (WITH ENDONEUROLYSIS)",4A,Existing
85,SK717N,"NERVE (UPPER LIMB), CARPAL TUNNEL SYNDROME, RELEASE, UNILATERAL, (WITH ENDONEUROLYSIS)",3A,Existing
86,SK718N,"NERVE DEFECT, PERIPHERAL GRAFT (MICROSURGERY)",5C,Existing
87,SK719N,"NERVE (UPPER LIMB), DEFECT, GRAFT (SINGLE) USING
MICROSURGICAL TECHNIQUES",4B,Existing
88,SK720N,"NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR
TRANSFER",6B,Existing
89,SK721N,"NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (BILATERAL)",3C,Existing
90,SK722N,"NERVE (UPPER LIMB), ENTRAPMENT SYNDROME (OTHERS), DECOMPRESSION (UNILATERAL)",3A,Existing
91,SK724N,"NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (BILATERAL WITH ENDONEUROLYSIS)",4A,Existing
92,SK725N,"NERVE (UPPER LIMB), GUYON'S TUNNEL SYNDROME, RELEASE (UNILATERAL)",3A,Existing
93,SK726N,"NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (MULTIPLE)",5C,Existing
94,SK727N,"NERVE (UPPER LIMB)-MAJOR, INJURY, MICROSURGICAL REPAIR (SINGLE)",4B,Existing
95,SK729N,"NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, MORE THAN TWO",3C,Existing
96,SK730N,"NERVE ROOTS, DORSAL ROOT GANGLION, ANAESTHETIC, ONE TO TWO",2B,Existing
97,SK731N,"NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, MORE THAN TWO",3B,"Downtable,
Descriptor change"
98,SK732N,"NERVE ROOTS, DORSAL ROOT GANGLION, PULSED RADIOFREQUENCY, NEUROLYTIC, ONE TO TWO",3A,"Downtable, Descriptor
change"
99,SK733N,"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (UP TO 2 NERVES)",1A,Existing
100,SK735N,"PERIPHERAL NERVE, BLOCK, ANAESTHETIC (MORE THAN 2 NERVES)",1C,Existing
101,SK736N,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (UP TO 2 NERVES)",1B,Existing
102,SK737N,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, > 1 LEVEL",2A,Existing
103,SK738N,"NERVE ROOT, BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), LUMBAR/THORACIC, 1
LEVEL",1C,Existing
104,SK740N,"PERIPHERAL NERVE, BLOCK, NEUROLYTIC (MORE THAN 2 NERVES)",2B,Existing
105,SK741N,"NERVE, VAGUS NERVE STIMULATOR",6A,Existing
106,SK742N,"NEUROSTIMULATOR, INSERTION OF INTERNAL PULSE GENERATOR, INVOLVES OPENING OF WOUND, TUNNELING, OPENING OF POUCH FOR IPG & TESTING OF
SYSTEM",4B,Existing
107,SK743N,"NEUROSTIMULATOR, REVISION/REPLACEMENT OF IMPLANTABLE PULSE GENERATOR (DOES NOT INVOLVE TUNNELING)",3B,Existing
108,SK744N,"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (MULTIPLE)",4B,Existing
109,SK745N,"NERVE-DIGITAL, INJURY, MICROSURGICAL REPAIR (SINGLE)",2C,Existing
110,SK746N,"NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL – STAGE 1)",3B,Existing
111,SK747N,"NERVE-FACIAL PARALYSIS, FREE MUSCLE FLAP (MICROSURGICAL – STAGE 2)",7B,Existing
112,SK748N,"NERVE-FACIAL PARALYSIS, FREE FASCIA SLING/GRAFT
(SINGLE/UNILATERAL)",3A,Existing
113,SK749N,"NERVE-FACIAL PARALYSIS, LOCAL MUSCLE TRANSFER",5A,Existing
114,SK758N,"NERVE, FAECAL INCONTINENCE OR OTHER, PERCUTANEOUS TIBIAL NERVE STIMULATION",1A,Existing
115,SK800N,"NERVE, VARIOUS LESIONS, BIOPSY",1B,Existing
116,SK801N,"NERVE, VARIOUS LESIONS, PRIMARY/SECONDARY SUTURE",4A,Existing
117,SK802N,"NERVE-CRANIAL, VARIOUS LESIONS, MICROVASCULAR DECOMPRESSION/NEURECTOMY",6B,Existing
118,SK803N,"NERVE-CUTANEOUS, INJURY, PRIMARY SUTURE",3B,Existing
119,SK804N,"NERVE-DIGITAL, INJURY, PRIMARY REPAIR",2C,Existing
120,SK805N,"NERVE-FACIAL (MASTOID PORTION), ENTRAPMENT, DECOMPRESSION",5C,Existing
121,SK806N,"NERVE-FACIAL, VARIOUS LESIONS, COMBINED MIDDLE FOSA AND TRANSMASTOID FACIAL NERVE DECOMPRESSION",7C,Existing
122,SK807N,"NERVE-PERIPHERAL (DEEP), TUMOR, EXCISION",4A,Existing
123,SK808N,"NERVE-PERIPHERAL (SUPERFICIAL), TUMOR, EXCISION",3A,Existing
124,SK809N,"NERVE-SYMPATHETIC, VARIOUS LESIONS,
SYMPATHECTOMY, WITH/WITHOUT VIDEO-ASSISTANCE, BILATERAL",5A,Existing
125,SK810N,"NERVE-SYMPATHETIC, VARIOUS LESIONS, SYMPATHECTOMY, WITH/WITHOUT VIDEO-ASSISTANCE, UNILATERAL",4B,Existing
126,SK811N,"NERVE-TRIGEMINAL (GANGLION), NEUROLAGIA, INJECTION WITH ALCOHOL/RADIOFREQUENCY GANGLIONOTOMY, IMAGING GUIDED",4B,Existing
127,SK812N,"NERVE, ULNAR, ENTRAPMENT, TRANSPOSITION",5A,Existing
128,SK800P,"BRACHIAL PLEXUS, EXPLORATION AND/OR NEUROTISATION AND/OR MULTIPLE NERVE GRAFTING/CROSSED NERVE TRANSFERS, AND/OR THORACIC OUTLET DECOMPRESSION +/- SCALENECTOMY",6B,Descriptor change
129,SK701S,"SPINE, IMPLANTATION OF PORT E.G. PORT-A-CATH",2B,Existing
130,SK702S,"SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC SUBSTANCE), UP TO 3 JOINTS",2B,Existing
131,SK703S,"SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC
SUBSTANCE), MORE THAN 3 JOINTS",2C,Existing
132,SK704S,"SPINE, FACET JOINT, RADIOFREQUENCY, UP TO 3 JOINTS",3C,Existing
133,SK705S,"SPINE, FACET JOINT, RADIOFREQUENCY, MORE THAN 3
JOINTS",4A,Existing
134,SK706S,"SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY, IMAGING GUIDED, UP TO 2",2C,Existing
135,SK707S,"SACRAL ROOT BLOCK, NEUROLYTIC, RADIOFREQUENCY,
IMAGING GUIDED, MORE THAN 2",4A,Existing
136,SK709S,"SACRUM, GANGLION IMPAR, BLOCK, ANAESTHETIC",3A,Existing
137,SK710S,"SCIATIC NERVE, BLOCK",1A,Existing
138,SK711S,"PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (MORE THAN 2 LEVELS)",2A,Existing
139,SK714S,"PARAVERTEBRAL REGION, BLOCK, ANAESTHETIC (UP TO 2 LEVELS)",1B,Existing
140,SK715S,"SACRO-ILIAC JOINT, RADIOFREQUENCY, BILATERAL",4A,Existing
141,SK716S,"SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC
SUBSTANCE), BILATERAL",2B,Existing
142,SK717S,"SACRO-ILIAC JOINT, SACROILIAC JOINT BLOCK (INJECTION OF ANAESTHETIC, THERAPEUTIC SUBSTANCE), UNILATERAL",1B,Existing
143,SK718S,"SACRO-ILIAC JOINT, RADIOFREQUENCY, UNILATERAL",3A,Existing
144,SK719S,"SKULL, CRANIOSTENOSIS, OPERATION, CRANIOFACIAL RECONSTRUCTION",7A,Existing
145,SK720S,"SKULL, INTRACRANIAL HEMORRHAGE, OSTEOPLASTIC CRANIOTOMY/EXTENSIVE CRANIECTOMY, BILATERAL",6A,Existing
146,SK721S,"SKULL, BURR HOLE, INSERTION OF INTRACRANIAL PRESSURE (ICP) MONITOR",3B,Existing
147,SK722S,"SKULL, CHIARI MALFORMATION/SYRINGOMYELIA,
POSTERIOR FOSSA DECOMPRESSION WITH DURAPLASTY",7A,Existing
148,SK723S,"SPHENOPALATINE GANGLION - BLOCK, NEUROLYTIC",3C,Existing
149,SK724S,"SPINAL CORD, STIMULATION/MODULATION",5C,Descriptor change
150,SK726S,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION
(EXTRADURAL)",6B,Existing
151,SK727S,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (INTRADURAL EXTRAMEDULLARY)",6C,Existing
152,SK728S,"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION
(INTRADURAL INTRAMEDULLARY)",7A,Existing
153,SK729S,SPINAL- IMPLANT OF ELECTRICAL PUMP DEVICE,5C,Existing
154,SK730S,"SPINAL/EPIDURAL REMOVAL, REVISION OF IMPLANTED RESERVOIR DEVICE (E.G. PAR)",2C,Existing
155,SK731S,"SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, MULTIPLE CATHETER",3C,Existing
156,SK732S,"SPINE, CERVICAL, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER",4B,Existing
157,SK733S,"SPINE, THORACIC/LUMBAR, EPIDURAL ADHESIOLYSIS, SINGLE CATHETER",3B,Existing
158,SK734S,"SPINAL/EPIDURAL, EPIDUROSCOPY",2A,Existing
159,SK735S,"SACRUM, GANGLION IMPAR, BLOCK, RADIOFREQUENCY, NEUROLYTIC",3C,Existing
160,SK737S,"SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), SINGLE LEAD",3B,Existing
161,SK738S,"SPINE, PERCUTANEOUS IMPLANT OF SPINAL CORD STIMULATOR, (TRIAL), DOUBLE LEADS",3C,Existing
162,SK739S,"SPINE, REMOVAL OF SPINAL CORD STIMULATOR
ELECTRICAL GENERATOR",3A,Existing
163,SK740S,"SPINE, REPLACEMENT OF COMPUTERIZED RESERVOIR DEVICE (E.G. SYNCHROMED)",3B,Existing
164,SK741S,"SPINE, REPLACEMENT OF SPINAL CORD STIMULATOR,
ELECTRICAL GENERATOR",3B,Existing
165,SK747S,"SPINE, VARIOUS LESIONS, SYRINGO- ARACHNOID/PLEURAL/PERITONEAL SHUNT",6A,Existing
166,SK752S,"SPLANCHNIC NERVES, BLOCK, ANAESTHETIC",2B,Existing
167,SK753S,"SPLANCHNIC NERVES, BLOCK, NEUROLYTIC",2C,Existing
168,SK754S,"STELLATE GANGLION, BLOCK, ANAESTHETIC",1B,Existing
169,SK756S,"STELLATE GANGLION, BLOCK, NEUROLYTIC",2B,Existing
170,SK757S,"SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS,
IMAGING GUIDED INJECTION OF ANAESTHETIC",2B,Existing
171,SK758S,"SUPERIOR HYPOGASTRIC PLEXUS, VARIOUS LESIONS, IMAGING GUIDED INJECTION OF NEUROLYTIC, RADIOFREQUENCY",3B,Existing
172,SK759S,"SPINE, CERVICAL/THORACIC, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES",1C,Existing
173,SK760S,"SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES",1A,Existing
